id,renabap_id,barrio,municipio,provincia,tipo_unidad_ejecutora,tipo_proyecto,nombre_proyecto,tipo_de_financiamiento,estado,monto_total,fecha_acta_de_inicio,porcentaje_afi
321,1120,Villa del Carmen,Carmen de Patagones,Buenos Aires,Municipio,POT,"”infraestructura de red de agua, cloaca y electricidad con conexiones domiciliarias para Barrio Villa del Carmen”
",FISU,7. En ejecución,383259184.75,2022-04-28,
323,2235,Los Aromitos,Resistencia,Chaco,Provincia,POT,Equipamiento Comunitario,FISU,7. En ejecución,23652933.369999997,2021-12-27,
324,885,Matadero,Villarino,Buenos Aires,Municipio,POT,"“Cordón cuneta, veredas y red de gas en Barrio Matadero”",FISU,7. En ejecución,39057104.379999995,2022-01-14,
325,1027,Primavera,Villarino,Buenos Aires,Municipio,POT,"Cordón cuneta, Pavimento, Red de Gas y Veredas en Barrio Primavera
",FISU,7. En ejecución,331236014.85,2022-06-06,
327,320,Talleres,Pehuajó,Buenos Aires,Municipio,PEG,Obras de Integración Socio-Urbana-Barrio Talleres,FISU,7. En ejecución,179636931.12,2022-04-06,
328,"4210 /4212/4213/4214/4216/ 4217/ 4218
",Mirador/Provincias Unidas/Los Fueguinos/Veintidós de Julio/Barrio Unido/Betel/Fuerza Unida,Río Grande,Tierra del Fuego,Municipio,POT,Obra de Pavimentación y Cordón Cuneta - Barrios Margen Sur,FISU,7. En ejecución,305264899.19,2022-01-20,
329,1.83.4,Merlo/Coop.,Merlo,Buenos Aires,Organización,LOTES,57 lotes con servicios Merlo Pontevedra- Buenos Aires,FISU,7. En ejecución,95995676.64,2022-07-29,
330,4045,Ahuala,San Isidro De Lules,Tucumán,Municipio,POT,Obras de Integración Socio Urbana,FISU,7. En ejecución,90783591.72,2022-06-02,
359,3786,Fuerte Apache,Quitilipi,Chaco,Municipio,POT,"Red peatonal, alumbrado y perfilado de zanjas",FISU,7. En ejecución,166734964.52,2022-09-09,Sin certificados presentados
367,4210/4212/4213/4218/4220/4221,"Prov Unidas, Los Fueguinos, MIRADOR , Fuerza Unida, El Milagro y 10 de Noviembre.",Río Grande,Tierra del Fuego,Provincia,POT,Obra de Instalaciones Intralote de Gas Natural en Barrios Zona Margen Sur,FISU,7. En ejecución,356485024.16999996,2022-09-05,Sin certificados presentados
369,4312,Islas Malvinas,Rosario De Lerma,Salta,Provincia,POT,Sistema de desagües pluviales (cordón cuneta + canal de desagüe) - Pavimentación en acceso al barrio,FISU,7. En ejecución,238909569.20000002,2022-04-18,
371,2141,Veintitres de Agosto,Salta Capital,Salta,Municipio,POT,"Ampliación de tendido de red de distribución de agua y cloaca. pavimento y alumbrado público, equipamiento de plaza",FISU,7. En ejecución,131154853.59,2022-02-03,
373,3391,Miranda Ávila (Milack Navira),Maipú,Mendoza,Municipio,POT,"Urbanización, Pavimentación, Desagües Pluviales y Red de Gas en Barrio Milack Navira",FISU,7. En ejecución,525074725.54,2022-09-05,
383,2267/2209,Forestación sur/Ex Ferrocarril 1,Puerto Vilelas,Chaco,Municipio,PEG,Obras de infraestructura y centro comunitario Barrio Villa Forestación Sur (PEG- ETAPA 01,FISU,7. En ejecución,214969070.55,2022-04-04,
394,4420,El Zunchal,Bella Vista,Tucumán,Municipio,POT,Obras de Infraestructura básica en el Barrio Zunchal,FISU,7. En ejecución,144356177.26999998,2021-11-15,
396,4184,Don Pedro,Avellaneda,Santa Fe,Municipio,PEG,Obras de Renovación Urbana Barrio Don Pedro,FISU,7. En ejecución,612659148.3,2022-04-01,
398,715,La Tosquera,San Pedro,Buenos Aires,Organización,POT,"Obras de playón deportivo, equipamiento comunitario y red peatonal",FISU,7. En ejecución,68502480.01,2022-06-16,
401,2474,Tierras Nuevas Para Neuquén,Neuquén,Neuquén,Provincia,POT,"OBRAS DE CONSOLIDACIÓN SOCIO-URBANA, Bº TIERRAS NUEVAS PARA NEUQUÉN",FISU,7. En ejecución,38208736.879999995,2021-12-27,
403,3331/3332,Olivares/Flores,Capital,Mendoza,Provincia,POT,Conexiones Intradomiciliarias de Cloaca y Agua,FISU,7. En ejecución,44775001.69,2022-09-01,Sin certificados presentados
406,1077/1388,Nueva Esperanza/Villa Coll,San Vicente,Buenos Aires,Municipio,POT,"Alumbrado Público, Consolidado, Zanjeo y Equipamiento Comunitario” en Barrio Villa Coll Y Nueva Esperanza- Localidad Alejandro Korn, Municipio San Vicent",FISU,7. En ejecución,584268440.4599999,2022-02-14,
407,4477,Amancay,Almirante Brown,Buenos Aires,Municipio,POT,Obras de integración urbana,FISU,7. En ejecución,449950049.62,2021-11-15,
410,1147,La Fraternidad,General Rodríguez,Buenos Aires,Municipio,POT,"Pavimento, alcantarillado, veredas y luminarias",FISU,7. En ejecución,230429399.01999998,2022-06-07,
411,2355,Villa Forestación,Barranqueras,Chaco,Municipio,POT,Obras Hidráulicas y de Accesibilidad ,FISU,7. En ejecución,215058728.73,2022-07-04,
413,928,Veintitrés de Diciembre,Moreno,Buenos Aires,Organización,POT,"Obras de Equipamiento Comunitario SUM, Playón Deportivo, Veredas y Arbolado",FISU,7. En ejecución,14862249.93,2022-01-17,
417,4475,Los Paraguayos,La Matanza,Buenos Aires,Organización,POT,Conexiones e instalaciones intra-lote de Agua y Sistema de Red Peatonal y Arbolado,FISU,7. En ejecución,23935183.46,2022-08-01,
418,776/1318/794,SAN JOSE/LA JUANITA/VILLA ADRIANA,La Matanza,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua,FISU,7. En ejecución,37375694.190000005,2022-03-22,
419,566/963/25,Las Maderitas/Victoria/Laberinto/,Lomas de Zamora,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,26716565.020000003,2022-03-14,
422,1311/1139,El Chaparral/El Progreso etapa 01,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,53801509.44,2022-01-24,
434,760,Parish Roberston,Esteban Echeverría,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra-lote de Agua - Cloaca y Red Peatonal (Veredas),FISU,7. En ejecución,17096816.509999998,2022-01-10,
435,4342,Agustoni,Pilar,Buenos Aires,Municipio,POT,Obras de Cordón Cuneta y Veredas,FISU,7. En ejecución,533995004.61,2022-09-28,Sin certificados presentados
436,71,América,La Matanza,Buenos Aires,Municipio,POT,Obras de conexiones e instalaciones intra-lote de Agua,FISU,7. En ejecución,17820406.97,2022-04-22,
440,628,Concordia y Rufino Zado,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua + red peatonal,FISU,7. En ejecución,41044096.02,2022-08-22,
443,471,Libre Amanecer,Lomas de Zamora,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,47444453.7,2022-09-19,Sin certificados presentados
449,20,Laprida,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y cloaca,FISU,7. En ejecución,25528909.560000002,2022-04-25,
459,1294,2 de Abril II,La Matanza,Buenos Aires,Organización,POT,Obras de Conexiones domiciliarias de agua y cloaca a red e i nstalaciones i ntra-lote,FISU,7. En ejecución,19705948.91,2022-02-21,
465,768,Los Eucaliptos de Solano,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,21292152.8,2022-02-18,
467,1268,Dos de Abril,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,32388636.51,2022-04-25,
469,785,El Gauchito Gil,Esteban Echeverría,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,23924531.700000003,2021-11-26,
470,570,La Paz II,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,19003571.34,2022-04-04,
471,698,Costa Esperanza,Esteban Echeverría,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua y cloaca e infraestructura,FISU,7. En ejecución,26043473.86,2021-12-27,
473,5002/1438,Fiorito 2/ Nuevo Horizonte,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y cloaca,FISU,7. En ejecución,111032425.44000001,2022-01-24,
474,1363,El Porvenir,La Matanza,Buenos Aires,Municipio,POT,Conexiones domiciliarias de agua a red e instalaciones intra-lote en Barrio El Porvenir ,FISU,7. En ejecución,11523905.7,2022-02-01,
475,82/162/1359,Las Camelias/Los Pinos/Sarmiento,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y cloaca,FISU,7. En ejecución,69160787.64,2022-01-17,
476,1474,Villa Luján IV,Quilmes,Buenos Aires,Organización,POT,Conexiones intra domiciliarias de Agua,FISU,7. En ejecución,25766248.35,2022-02-17,
477,2925,Santa María,Quilmes,Buenos Aires,Organización,POT,Obras de  instalaciones intra-lote de Agua y Cloaca,FISU,7. En ejecución,23733903.770000003,2022-06-16,
478,1345/4476,Costa Azul/Yaraví,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,41398312.65,2022-07-20,
481,5003,Fiorito 3,Lomas de Zamora,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,32907454.35,2022-05-16,
483,1305,Unión y Fuerza,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y  Rede Peatonal,FISU,7. En ejecución,35306509.66,2022-09-19,Sin certificados presentados
484,1308,Néstor Kirchner,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de red peatonal y parquización,FISU,7. En ejecución,15718046.69,2022-08-11,
485,1350,Independencia,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,41639561.41,2022-08-08,
486,1101,Gauchito Gil,La Matanza,Buenos Aires,Municipio,POT,Obras de  instalaciones intra-lote de Agua y Cloaca,FISU,7. En ejecución,31576979.62,2022-10-03,Sin certificados presentados
487,708,San Nicolás,La Matanza,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,61539398.36,2022-04-01,
488,1113,Villa Luján I,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,40169719.41,2022-06-23,
490,1403,El Gaucho,Esteban Echeverría,Buenos Aires,Organización,POT,Conexiones e instalaciones intra-lote de agua,FISU,7. En ejecución,57911014.09,2022-07-01,
494,774,Villa Polledo,La Matanza,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua y cloaca e infraestructura,FISU,7. En ejecución,69035355.91,2022-09-05,
496,1351,El Dorado,La Matanza,Buenos Aires,Municipio,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,26521660.17,2022-03-10,
498,551,San Ignacio,Quilmes,Buenos Aires,Organización,POT,Obras de Conexiones domiciliarias de agua a red e instalaciones intra lote.,FISU,7. En ejecución,47129209.69,2022-01-24,
501,1139,El Progreso ETAPA 02,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,27314402.1,2022-07-11,
503,1165,Tres de Enero,Lomas de Zamora,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,62993913.74,2022-04-01,
506,1287,Santa Catalina,Esteban Echeverría,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,27294658.57,2022-02-01,
509,323,Los Álamos,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,38390699.86,2022-08-08,
515,896,La Vera,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y cloaca,FISU,7. En ejecución,38244551.72,2022-05-16,
516,426,La Resistencia,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra-lote de Agua,FISU,7. En ejecución,46759136.69,2022-07-15,
518,762,San Agustín,Esteban Echeverría,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra-lotes de agua,FISU,7. En ejecución,77885651.35,2022-07-04,
519,780,Primavera II,La Matanza,Buenos Aires,Municipio,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intralote,FISU,7. En ejecución,27242540.21,2022-03-25,
520,1335,El Trébol,La Matanza,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,40140403.15,2022-08-22,
523,1327,San Alberto,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua y cloaca a red e instalaciones intra-lote de agua y cloaca,FISU,7. En ejecución,58008504.010000005,2022-05-30,
524,30,Cañada,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote   de agua y cloaca,FISU,7. En ejecución,68260444.96,2022-08-12,Sin certificados presentados
525,1223,Iapi 1,Quilmes,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua y cloacas a red e Instalación intra-lote,FISU,7. En ejecución,21077457.44,2021-12-15,
528,1437,José Luis Cabezas,La Matanza,Buenos Aires,Municipio,POT,Obras de  instalaciones intra-lote de Agua y Cloaca,FISU,7. En ejecución,30773919.38,2022-07-15,
529,565,Barrio Primavera,Quilmes,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua y cloaca e infraestructura,FISU,7. En ejecución,32208855.990000002,2022-02-17,
533,4222,Diecisiete de marzo,La Matanza,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua y cloaca e infraestructura,FISU,7. En ejecución,73202592.19,2022-04-08,
535,1328,Los Ceibos II,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,7. En ejecución,32951369.84,2022-02-18,
541,5001,Villa Urbana,Lomas de Zamora,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua y cloaca e infraestructura,FISU,7. En ejecución,255726053.58,2022-10-03,Sin certificados presentados
542,1465,Monteverde,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y cloaca,FISU,7. En ejecución,72759896.63,2022-04-22,
543,574,El Tala,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua e instalaciones intra-lote de agua - ETAPA 01,FISU,7. En ejecución,64712428.96,2022-08-01,
544,1134,Luján,Quilmes,Buenos Aires,Organización,POT,Obras de Conexiones domiciliarias de agua a red e instalaciones intra-lote,FISU,7. En ejecución,38702710.88,2022-02-10,
547,1217,El Tambo,La Matanza,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra-lote de Agua y Cloacas,FISU,7. En ejecución,56036643.18,2022-09-05,Sin certificados presentados
548,2924,IAPI,Quilmes,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y cloaca,FISU,7. En ejecución,54402568.91,2022-04-23,
549,1307,Nueva Esperanza,Lomas de Zamora,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,76651797.01,2022-09-27,Sin certificados presentados
553,751,San Ignacio,Esteban Echeverría,Buenos Aires,Organización,POT,Obras de  instalaciones intra-lote de Agua y Cloaca,FISU,7. En ejecución,43508257.41,2022-05-12,
554,5004,Fiorito 4,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra-lote de Agua y Cloaca,FISU,7. En ejecución,82205499.97,2022-02-04,
555,136,El Porvenir II,La Matanza,Buenos Aires,Municipio,POT,Conexiones domiciliarias de agua a red e instalaciones intra-lote,FISU,7. En ejecución,30378913.700000003,2022-01-13,
556,969,Villa María,Florencio Varela,Buenos Aires,Organización,POT,Obra de red peatonal (veredas y arbolado) y mejoramiento pluvial,FISU,7. En ejecución,24195376.299999997,2021-11-26,
560,3726,Santa Clara,Viedma,Río Negro,Municipio,POT,"Extensión de red de agua y red cloacal con conexiones domiciliarias
",FISU,7. En ejecución,17649957.68,2022-03-28,
562,3757,El Progreso,Viedma,Río Negro,Municipio,POT,"Extensión de red de agua y red cloacal con conexiones domiciliarias
",FISU,7. En ejecución,22212625.33,2022-05-19,
565,4277,Parque Las Rosas,Córdoba Capital,Córdoba,Provincia,PEG,Proyecto de Urbanización Parque Las Rosas,FISU,7. En ejecución,415698923.49,2022-09-08,Sin certificados presentados
569,3542,Pte. Juan Domingo Perón,Puerto Madryn,Chubut,Organización,POT,Obra de Equipamiento comunitario,FISU,7. En ejecución,60534734.83,2022-05-10,
576,4222,Diecisiete de marzo,La Matanza,Buenos Aires,Organización,POT,Obras de Equipamiento Comunitario y Playones Deportivos,FISU,7. En ejecución,67540923.95,2022-02-25,
582,107,Padre Cajade,La Plata,Buenos Aires,Organización,POT,"Obras de  Equipamiento comunitario (SUM), Playón deportivo cubierto, Veredas y Arbolado",FISU,7. En ejecución,85054018.08,2021-12-10,
584,1370,Roosevelt 1,José C. Paz,Buenos Aires,Organización,POT,Obra de Equipamiento Comunitario y Red peatonal,FISU,7. En ejecución,47907363.269999996,2022-01-11,
586,1501,Jorge Newbery,Pergamino,Buenos Aires,Organización,POT,"Conexiones intra lote de agua potable, cloaca y cegado de pozos",FISU,7. En ejecución,22608552.79,2021-10-29,
588,1607,Bajada San José,Córdoba Capital,Córdoba,Organización,POT,"Obras de conexiones e instalaciones intra lote de agua y
electricidad",FISU,7. En ejecución,64147505.37,2022-09-22,Sin certificados presentados
590,1690,Villa del Parque,Córdoba Capital,Córdoba,Organización,POT,"Obras de Conexiones e Instalaciones Intra-lote de Electricidad, Red Peatonal y Equipamiento Urbano.",FISU,7. En ejecución,17151429.01,2022-03-31,
592,1982,Itaberá,Posadas,Misiones,Organización,POT,“Obras de Conexiones intradomiciliarias de agua y cloaca y construcción de red peatonal (veredas)” ,FISU,7. En ejecución,83539955.87,2021-10-01,
601,2531,Costa Linda,General Fernández Oro,Río Negro,Organización,POT,"Obras de conexiones e instalaciones intra lote a la red de agua y red peatonal - Barrio Acería- Provincia de Santa Fe, Municipio de San José del Rincòn",FISU,7. En ejecución,82087803.46,2022-02-14,
602,2646,Unión,San Carlos De Bariloche,Río Negro,Organización,POT,Obra de Equipamiento comunitario,FISU,7. En ejecución,39988793.76,2022-08-30,
605,3217,Las Lagunas,San Salvador De Jujuy,Jujuy,Organización,POT,"Obras de Conexiones Domiciliarias de Cloaca y Electricidad a Red, Instalaciones Intra-lote, Red Peatonal y Arbolado Público",FISU,7. En ejecución,12062346.64,2022-05-03,
606,3265,Veinticinco de Mayo,San Pedro De Jujuy,Jujuy,Organización,POT,Obra de Equipamiento comunitario,FISU,7. En ejecución,41393282.63,2022-02-09,
608,3510,El Triángulo,Monte Quemado,Santiago del Estero,Organización,POT,"Obras de Conexiones e Instalaciones intra-lote de electricidad. Red Peatonal, Arbolado público, Parquización y Equipamiento Urbano.",FISU,7. En ejecución,48619199.37,2022-06-27,
609,3514,Las 3 Rosas,Quimili,Santiago del Estero,Organización,POT,"Obras de red peatonal, arbolado público, parquización y equipamiento urbano",FISU,7. En ejecución,75453287.49,2022-07-18,
611,3802,Chacra 4,Juan José Castelli,Chaco,Organización,POT,"Obras de Red Peatonal, Arbolado público, Parquización y Equipamiento Urbano",FISU,7. En ejecución,41740083.34,2022-07-07,
612,1041,Villa Negri,Zárate,Buenos Aires,Coop. de servicios,POT,PROVISIÓN DE RED ELÉCTRICA Y ALUMBRADO PÚBLICO ,FISU,7. En ejecución,90354411.32,2022-07-19,
614,3883,Veinte de Junio,Leandro N Alem,Misiones,Organización,POT,"Obras de Conexiones Domiciliarias a red e Instalación intra-lote de
Electricidad, Red Peatonal y Arbolado.",FISU,7. En ejecución,58720214.94,2022-06-02,
615,4181,Timbo,Apóstoles,Misiones,Organización,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red electrica,FISU,7. En ejecución,41317754.51,2022-07-15,
616,4295,San Jacinto,General Pueyrredón,Buenos Aires,Organización,POT,Obras de Equipamiento Comunitario y Playón Deportivo,FISU,7. En ejecución,65981648.46,2021-12-15,
617,443,Nueve de Julio,Escobar,Buenos Aires,Organización,POT,“Obras de accesibilidad (red peatonal)”,FISU,7. En ejecución,30108644.75,2022-04-25,
618,2736,Loteo Suxe,San Fernando Del Valle De Catamarca,Catamarca,Organización,POT,Obras de conexiones intradomiciliarias de electricidad y red peatonal,FISU,7. En ejecución,47595643.38,2022-05-12,
620,4245,Matadero,General Pueyrredón,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica y agua y red peatonal,FISU,7. En ejecución,27416278.47,2022-05-16,
624,740,Saladero,Bahía Blanca,Buenos Aires,Organización,POT,Obras de Conexiones domiciliarias de agua a red e Instalación intra-lote y Sistema de Red Peatonal y Parquización,FISU,7. En ejecución,61190096.26,2022-01-03,
625,955,Paysandú,Florencio Varela,Buenos Aires,Organización,POT,"Sistema de red peatonal, mejoramiento pluvial y parquización",FISU,7. En ejecución,50227762.79,2022-01-14,
631,2985,Los Hornos,Santa Fe,Santa Fe,Municipio,POT,Proyecto de Integración Socio Urbana Barrio Los Hornos,FISU,7. En ejecución,450467269.72,2022-05-22,
632,3659,Salto,Chajarí,Entre Ríos,Municipio,POT,"Obras de Equipamiento Comunitario, Playón Deportivo, veredas y arbolado",FISU,7. En ejecución,34020173.8,2022-01-28,
633,544,Doce de Marzo,San Nicolás,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote de Electricidad, Red peatonal y arbolado público",FISU,7. En ejecución,56792978.66,2022-06-27,
634,1596,Barrio San Alberto,Córdoba Capital,Córdoba,Organización,POT,Obras de equipamiento Comunitario y Sistema de red peatonal y parquización,FISU,7. En ejecución,103713490.17,2021-12-02,
652,397/1251,La Cava/La Cava Chica,San Isidro,Buenos Aires,Municipio,POT,Obras de Integración Socio Urbana Barrio La Cava y Cava Chica,FISU,7. En ejecución,1063391075.6899999,2022-07-01,
653,7.1.1,B° Illia,Paraná,Entre Ríos,Municipio,PEG,PROYECTO DE RELOCALIZACIÓN DEL BARRIO ILLIA,FISU,7. En ejecución,694505268.5500001,2022-01-04,
657,4354,La Católica,Santiago Del Estero,Santiago del Estero,Organización,POT,"Obras de equipamiento comunitario y
espacio recreativo",FISU,7. En ejecución,84339602.09,2022-06-13,
659,1810,Parque Casas,Rosario,Santa Fe,Municipio,POT,Mejoramiento y equipamiento de espacio público recreativo y deportivo Plazas Mercedes y Merceditas de San Martín,FISU,7. En ejecución,35995826.69,2022-04-19,
670,160,Barrio Speranza,Chivilcoy,Buenos Aires,Organización,POT,"Obras de playón deportivo, equipamiento comunitario y red peatonal",FISU,7. En ejecución,37110282.26,2022-05-02,
675,207,Mosconi,Ensenada,Buenos Aires,Organización,POT,"Obras de Equipamiento Comunitario SUM, Playón Deportivo cubierto, Veredas y Arbolado",FISU,7. En ejecución,92474751.69,2021-12-03,
680,2934,Barrio Independencia,General San Martín,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red electrica,FISU,7. En ejecución,96567455.96000001,2022-06-06,
683,2284,Aplomo,Puerto Vilelas,Chaco,Organización,POT,Obra de Playón deportivo y red peatonal,FISU,7. En ejecución,37384828.79,2022-05-13,
684,1553,El Paredón,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de Equipamiento Comunitario y Red Peatonal,FISU,7. En ejecución,28419185.5,2021-11-08,
688,2745/2756/2792/2802,"Ate, Santa Ana, Bienestar y Potencia",San Miguel De Tucumán,Tucumán,Provincia,POT,"Extensión de Red de Gas Natural, Conexiones domiciliarias e Instalaciones intralote",FISU,7. En ejecución,198374437.97,2022-02-18,
692,4484,La Pradera,Cañuelas,Buenos Aires,Organización,POT,OBRAS DE EQUIPAMIENTO COMUNITARIO SUM,FISU,7. En ejecución,61072354.66,2021-11-15,
693,1.82.2,Predio AABE/Cuadro de Estación,Mercedes,Buenos Aires,Municipio,LOTES,PROYECTO DE LOTES CON SERVICIOS - MERCEDES - ESTACIÓN  MERCEDES,FISU,7. En ejecución,353652001.67999995,2022-08-08,
694,1598,Campo de La Ribera,Córdoba Capital,Córdoba,Organización,POT,Obras de equipamiento comunitario,FISU,7. En ejecución,51711792.97,2021-12-09,
701,1181,Las Praderas,Campana,Buenos Aires,Municipio,POT,Plan Integral en  Barrio Las Praderas,FISU,7. En ejecución,236189234.34,2022-09-01,
702,4199,Los Altos,Almirante Brown,Buenos Aires,Municipio,POT,Obras de integración urbana,FISU,7. En ejecución,473882671.97,2022-05-10,
705,2521/2538,Dos de Febrero/Diez de Febrero,Cipolletti,Río Negro,Provincia,POT,"Obras de red de media y baja tensión, alumbrado público y conexiones domiciliarias",FISU,7. En ejecución,508436821.25,2022-05-24,
709,4277,Parque Las Rosas,Córdoba Capital,Córdoba,Organización,POT,Instalaciones intra-lote de agua potable y electricidad,FISU,7. En ejecución,57403895.25,2022-03-14,
713,4376,Vistas a la Cordillera,Luján de Cuyo,Mendoza,Provincia,POT,"Infraestructura, urbanización y equipamiento urbano",FISU,7. En ejecución,46425080.010000005,2022-07-01,
717,1061,Eaton,Malvinas Argentinas,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica y red peatonal,FISU,7. En ejecución,65912838.67,2022-06-10,
721,2443,Sector Peumayén,Neuquén,Neuquén,Organización,POT,Obras de conexiones intradomciliarias eléctricas y red peatonal,FISU,7. En ejecución,50684887.18000001,2022-02-10,
722,3076,Simon Bolívar,Formosa,Formosa,Provincia,PEG,Programa de Mejoramiento Integral Socio Urbana - Barrio Simón Bolívar”,FISU,7. En ejecución,2144340771.88,2022-08-04,
723,3204,Dieciocho de Noviembre,Palpalá,Jujuy,Organización,POT,Obras de conexiones intradomiciliarias eléctricas y red peatonal,FISU,7. En ejecución,50103755.510000005,2022-02-14,
724,3448,Estación Pedro Vargas,San Rafael,Mendoza,Municipio,POT,Conexiones domiciliarias de Agua Potable,FISU,7. En ejecución,7491878.21,2022-08-26,
728,2408,Arazaty,Corrientes,Corrientes,Organización,POT,"Obra de conexiones e instalaciones intra lote a la red de agua, cloaca y red peatonal",FISU,7. En ejecución,39208488.01,2022-06-04,
729,3347,Barrio San Jorge,Guaymallén,Mendoza,Organización,POT,"Obras de Equipamiento Comunitario, espacio recreativo y playón deportivo",FISU,7. En ejecución,53029941.17,2022-06-05,
730,2674,Cuatro de Junio,Paraná,Entre Ríos,Organización,POT,Obras de conexiones intradomciliarias eléctricas y red peatonal,FISU,7. En ejecución,38450236.98,2022-02-09,
732,2295,Ex Campo Zampa,Resistencia,Chaco,Organización,POT,"Obra de Conexiones domiciliarias de electricidad a red, instalaciones eléctricas intra-lote,
 red peatonal y parquización",FISU,7. En ejecución,28028318.02,2022-01-17,
735,1495,La Yaya 1,Presidente Perón,Buenos Aires,Municipio,POT,Rehabilitación de plaza de la educación en Barrio Los Pinos,FISU,7. En ejecución,78592507.39999999,2022-04-12,
736,1930,Lapachitos,Posadas,Misiones,Organización,POT,"Obras de conexiones intradomiciliarias de agua, cloaca y electricidad",FISU,7. En ejecución,46897029.769999996,2022-03-07,
738,590,Los Pinos,Almirante Brown,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra-lote de agua y sistema de red peatonal,FISU,7. En ejecución,65039854.67,2022-03-14,
