id,renabap_id,barrio,municipio,provincia,tipo_unidad_ejecutora,tipo_proyecto,nombre_proyecto,tipo_de_financiamiento,estado,monto_total,fecha_acta_de_inicio,porcentaje_afi
740,5005,Nueve de Julio,Lanús,Buenos Aires,Organización,POT,Obras de conexiones intradomiciliarias de agua y red peatonal,FISU,7. En ejecución,23402836.770000003,2022-06-13,
745,886,Soledad ,Lomas de Zamora,Buenos Aires,Organización,POT,Conexiones domiciliarias de agua e infraestructura,FISU,7. En ejecución,43776082.41,2022-09-01,Sin certificados presentados
750,122,Inflamable,Avellaneda,Buenos Aires,Municipio,POT,Infraestructura pasaje sin nombre y Morse - Villa Inflamable,FISU,7. En ejecución,7160614.05,2022-05-02,
751,131,Siete de Septiembre (Suipacha y Pinto),Avellaneda,Buenos Aires,Municipio,POT,Construcción de Plaza Suipacha,FISU,7. En ejecución,11944725.06,2022-04-19,
759,3884,Espacio Verde,Leandro N Alem,Misiones,Provincia,POT,"Obras Tempranas de “Red de agua potable y obras intra-lote, perforación y tanque de reserva, red eléctrica, alumbrado público y conexiones domiciliarias, red vial y desagües pluviales",FISU,7. En ejecución,197246130.14,2022-05-17,
789,449,Primavera,La Matanza,Buenos Aires,Municipio,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intralote,FISU,7. En ejecución,32496011.57,2022-03-09,
790,3038,Villa Hipódromo,Santa Fe,Santa Fe,Organización,POT,"Obras de Sistema de Red Peatonal, Equipamiento Urbano y Espacio Recreativo.",FISU,7. En ejecución,90904362.24000001,2022-02-03,
791,1288,Tres de Febrero,Lomas de Zamora,Buenos Aires,Organización,POT,"Obras de red peatonal, Plaza, Núcleos húmedos",FISU,7. En ejecución,70644230.59,2022-09-19,Sin certificados presentados
793,677,El Palomo,Merlo,Buenos Aires,Coop. de servicios,POT,Construcción de Red Peatonal,FISU,7. En ejecución,94327822.43,2022-03-18,
797,4142,Mataderos,Monteros,Tucumán,Municipio,POT,"INFRAESTRUCTURA Y OBRAS COMPLEMENTARIAS 
BARRIO MATADERO",FISU,7. En ejecución,180253113.61,2022-03-10,
799,2.2.2,Loteo Huaco Norte/28 Viviendas,Belén,Catamarca,Provincia,LOTES,B° HUACO NORTE 28 LOTES CON SERVICIOS,FISU,7. En ejecución,57727187.24,2022-04-05,
800,2.2.3,Loteo 36 Viviendas,Belén,Catamarca,Provincia,LOTES,36 LOTES CON SERVICIOS- LONDRES,FISU,7. En ejecución,55945079.49,2022-06-06,
801,1.55.4,Fortunato de la Plaza,General Pueyrredón,Buenos Aires,Organización,LOTES,1º ETAPA: 64 lotes con servicios Bº Fortunato de la Plaza - Mar del Plata,FISU,7. En ejecución,180923797.17000002,2022-07-04,
805,2824,República,San Luis,San Luis,Provincia,PEG,Proyecto Urbanismo Integral Colaborativo (PUIC). Barrio República - Ciudad de San Luis - Provincia de San Luis,FISU,7. En ejecución,3119644698.4,2022-06-22,
807,4050,La Nina,Tafí Viejo,Tucumán,Municipio,POT,Red de Agua Potable y Red Cloacal con conexiones domiciliarias,FISU,7. En ejecución,139573833.53,2022-03-02,
808,3637,Evita,Gualeguay,Entre Ríos,Municipio,POT,INTERVENCIÓN INTEGRAL BARRIO EVITA,FISU,7. En ejecución,154672234.18,2022-04-27,
809,4107,Palo Blanco,Arcadia,Tucumán,Municipio,POT,Obras de integración socio urbana,FISU,7. En ejecución,340864484.56,2022-08-29,
814,4607,La Hermosa,Almirante Brown,Buenos Aires,Municipio,POT,Obras de Integración Urbana – Barrios Populares – Barrio La Hermosa,FISU,7. En ejecución,297439552.52,2022-10-10,Sin certificados presentados
816,4155-4153,Ampliación San Nicolás/ Chacarita,Aguilares,Tucumán,Municipio,POT,Obras de Integracion Socio urbana,FISU,7. En ejecución,449727095.23,2022-10-03,Sin certificados presentados
818,1848,Villa Tablada,Rosario,Santa Fe,Municipio,POT,Mejoramiento en espacio público recreativo,FISU,7. En ejecución,27592033.83,2022-05-20,
824,3878,Bella Vista,Puerto Esperanza,Misiones,Municipio,POT,Construcción de núcleos húmedos y conexiones intradomiciliarias,FISU,7. En ejecución,526192592.52,2022-03-17,
825,2989/3039,Transporte/Villa Elsa,Santa Fe,Santa Fe,Municipio,POT,Obras de Agua Potable y Desagües Cloacales,FISU,7. En ejecución,302925421.59000003,2022-06-11,
827,4160,Kilómetro 102,Famaillá,Tucumán,Municipio,POT,"Obras de Integración Socio Urbana- Red de agua potable , Red de
alumbrado Público, Red Vial, Módulos sanitarios, Cestos domiciliarios",FISU,7. En ejecución,468995244.67,2022-05-27,
832,279,La Ponderosa,Zárate,Buenos Aires,Coop. de servicios,POT,PROVISIÓN DE RED ELÉCTRICA Y ALUMBRADO PÚBLICO,FISU,7. En ejecución,50953709.129999995,2022-04-04,
833,294,La Ilusión,Zárate,Buenos Aires,Coop. de servicios,POT,Provisión de red eléctrica y alumbrado público,FISU,7. En ejecución,205820160.78,2022-05-02,
834,309,La Plegaria,Exaltación de la Cruz,Buenos Aires,Municipio,POT,"“Proyecto hidráulico: cordón cuneta y Mejoramiento Vial”
",FISU,7. En ejecución,44742473.71,2022-04-25,
835,314,Ocho de Septiembre,Zárate,Buenos Aires,Coop. de servicios,POT,Provisión de red eléctrica y alumbrado público,FISU,7. En ejecución,134752127.72,2022-06-29,
837,3156,Los Pájaros,Concordia,Entre Ríos,Municipio,POT,80 Conexiones a red eléctrica e instalaciones domiciliarias Barrio Los Pájaros,FISU,7. En ejecución,20926215.020000003,2022-03-08,
842,188,Scully,San Andrés de Giles,Buenos Aires,Coop. de servicios,POT,"Obras de red de desagüe pluvial, vial, peatonal y espacio público",FISU,7. En ejecución,236001472.01,2022-05-06,
843,183,Estación Solís,San Andrés de Giles,Buenos Aires,Coop. de servicios,POT,"Obra de Red Desague Pluvial, Red Vial, Red Peatonal, Red de Agua Potable con conexion domiciliaria y Espacio publico.",FISU,7. En ejecución,70828273.67,2022-02-25,
844,2502,Obrero A y B,Cipolletti,Río Negro,Organización,POT,"Obras de conexiones domiciliarias a red
e instalaciones intra-lote de electricidad",FISU,7. En ejecución,75280795.16,2022-05-16,
851,4268,Los Hornos,Guaymallén,Mendoza,Organización,POT,Obras de intra de electricidad ,FISU,7. En ejecución,34869634.64,2022-02-03,
853,358/1284/1142/1789,Marchetti │Marchetti II │Redes | Malvinas,Mercedes,Buenos Aires,Municipio,PEG,PEG Etapa I: Extensión de red de agua potable y apertura de calles,FISU,7. En ejecución,200934452.53,2022-09-05,Sin certificados presentados
854,4168,Papa Francisco,La Paz,Entre Ríos,Organización,POT,Red de cloaca y estación elevadora – Construcción de núcleos húmedos y conexiones intradomiciliarias de cloaca y electricidad,FISU,7. En ejecución,149238232.72,2022-05-09,
861,602,La Esperanza,Zárate,Buenos Aires,Coop. de servicios,POT,Provisión de Red Eléctrica y ALumbrado Público,FISU,7. En ejecución,112733676.9,2022-04-05,
869,1787,Villa del Parque,Pérez,Santa Fe,Municipio,POT,"Red Vial, desagüe pluvial superficial,  desagüe cloacal y alumbrado público",FISU,7. En ejecución,274639614.88,2022-08-01,
871,1911,Villa América,Pérez,Santa Fe,Municipio,POT,Obras de Infraestructura vial y Servicios B° Villa América,FISU,7. En ejecución,287894200.44,2022-06-10,
872,1867,Cabín 9,Pérez,Santa Fe,Municipio,POT,"Red vial, desagües pluviales y red cloacal",FISU,7. En ejecución,550289420.35,2022-09-19,Sin certificados presentados
873,2199,Barrio Ceferino,Salta Capital,Salta,Organización,POT,"Obras de conexiones e Instalaciones intra lote de agua, sistema de desagües pluviales, red peatonal, arbolado público y espacio recreativo,",FISU,7. En ejecución,144114049.35,2022-07-27,
874,77,Las Rosas,La Plata,Buenos Aires,Coop. de servicios,POT,Extensión de Red de Agua,FISU,7. En ejecución,258326750.38,2022-09-01,Sin certificados presentados
881,273,Santa Catalina,Lomas de Zamora,Buenos Aires,Organización,POT,"Obras de Red Peatonal, Arbolado y Equipamiento urbano",FISU,7. En ejecución,44258952.52,2022-08-11,
882,1168,Diecisiete de Noviembre,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,7. En ejecución,100477374.99,2022-04-22,
883,4410,Villa Muñecas Norte,Tafí Viejo,Tucumán,Organización,POT,Obras de red peatonal,FISU,7. En ejecución,37570820.76,2022-05-05,
885,2307,San Cayetano 2,Barranqueras,Chaco,Organización,POT,Obras de red peatonal,FISU,7. En ejecución,24032959.99,2022-05-21,
886,2458/ 2457/  2451,Toma Argentina II/ Toma Obrador/ Toma La familia,Neuquén,Neuquén,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,7. En ejecución,57726560.7,2022-04-06,
887,2996,La Ranita,Santa Fe,Santa Fe,Organización,POT,Obras de equipamiento comunitario,FISU,7. En ejecución,68253208.50999999,2022-04-08,
890,213,La Igualdad,Baradero,Buenos Aires,Municipio,POT,"Intra de Agua, cloaca ",FISU,7. En ejecución,58273491.72,2022-08-25,
891,3822,Quinta Ruiz,Las Breñas,Chaco,Organización,POT,Obras de red peatonal y alumbrado público (etapa II),FISU,7. En ejecución,144611130.93,2022-08-08,
894,2399,La Tosquera,Corrientes,Corrientes,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,7. En ejecución,51101177.92,2022-04-04,
895,2570,Villa 21/24,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,7. En ejecución,70472094.82,2022-09-05,Sin certificados presentados
896,322,Cristo Rey,La Plata,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red electrica,FISU,7. En ejecución,97835845.68,2022-08-06,
897,3256,San Martín,Monterrico,Jujuy,Organización,POT,Obras de Red Peatonal y Espacio Recreativo,FISU,7. En ejecución,47395915.11,2022-05-26,
898,3795,La 12,General José de San Martín,Chaco,Organización,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red electrica,FISU,7. En ejecución,89724692.61,2022-06-16,
899,430,Dos de Abril,General Pueyrredón,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red electrica,FISU,7. En ejecución,60922752.34,2022-08-22,Sin certificados presentados
900,4429,Bonano,San Martín,Mendoza,Organización,POT,Obras de Red peatonal y Arbolado Público,FISU,7. En ejecución,24187940.81,2022-06-10,
902,2659/ 2645/ 2644/ 2643,San Cayetanito/ Villa Gas/ Mz 200/ Barda Este,San Carlos De Bariloche,Río Negro,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,7. En ejecución,95430603.66,2022-07-04,
906,199,La Gótica,Malvinas Argentinas,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal, arbolado público y equipamiento urbano",FISU,7. En ejecución,36770185.489999995,2022-07-04,
908,3743,San José,El Bolsón,Río Negro,Municipio,POT,"Mensura, Extensión de red de agua, Conexiones e Instalaciones Intra lote de agua.Intralote de agua hasta tanque",FISU,7. En ejecución,35345383.6,2022-06-24,
909,4259,Villa Santa Rosa,Ullum,San Juan,Organización,POT,Obras de conexiones e instalaciones intra lote de electricidad y agua.,FISU,7. En ejecución,46351956.66,2022-07-15,
913,806,Las Lomas,Presidente Perón,Buenos Aires,Municipio,POT,Alumbrado Público Barrio Las Lomas ,FISU,7. En ejecución,295254911.26,2022-07-04,
917,2114,Pablo Secretario,Tartagal,Salta,Organización,POT,"Obras de Conexiones e Instalaciones Intra-lote de Agua, Red Peatonal y Arbolado Público.",FISU,7. En ejecución,64577664.0,2022-06-22,
920,3909/3910/3911,Arroyito/Bergue/Rolon Varga,Puerto Esperanza,Misiones,Municipio,POT,"Nexo de agua, tanques y extensión de red en los barrios",FISU,7. En ejecución,143195120.81,2022-08-01,
925,852, Las Heras,General Pueyrredón,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote a la red electrica, cloacal y agua y red peatonal",FISU,7. En ejecución,175529415.06,2022-02-07,
948,644,Ciudad de Dios,General San Martín,Buenos Aires,Coop. de servicios,POT,"Obras de Espacios recreativos y deportivos, Red Peatonal y Alumbrado Público",FISU,7. En ejecución,82777164.93,2022-04-28,
955,888,Dos de Abril,Hurlingham,Buenos Aires,Organización,POT,"Obras de Equipamiento Comunitario, Playón Polideportivo, Espacio Recreativo y red peatonal",FISU,7. En ejecución,97567067.96,2022-09-13,Sin certificados presentados
961,4549,Ocho de Mayo,General San Martín,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote de Cloaca y Agua,FISU,7. En ejecución,71976852.07,2022-07-21,
964,3379,Unidos Por Una Esperanza,Maipú,Mendoza,Organización,POT,Obras de red peatonal y arbolado público,FISU,7. En ejecución,29669192.55,2022-05-23,
970,2001,Chacra 158,Posadas,Misiones,Organización,POT,Obras de intraconexiones electricas,FISU,7. En ejecución,69050851.57,2022-08-01,
976,1786,Los Pumitas,Rosario,Santa Fe,Organización,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad,FISU,7. En ejecución,83987083.44,2022-06-21,
980,1324,Justo Villegas,La Matanza,Buenos Aires,Organización,POT,Obras de Equipamiento comunitario,FISU,7. En ejecución,91150229.97,2022-08-11,
986,1349,Nicoll,La Matanza,Buenos Aires,Organización,POT,Obras de equipamiento comunitario y playón deportivo,FISU,7. En ejecución,80426121.9,2022-08-29,Sin certificados presentados
992,1180,Reysol,Zárate,Buenos Aires,Organización,POT,Obras de equipamiento comunitario y playón deportivo,FISU,7. En ejecución,27435702.43,2022-08-23,
999,1088,La Victoria,La Plata,Buenos Aires,Organización,POT,Red peatonal,FISU,7. En ejecución,89572353.57,2022-09-19,Sin certificados presentados
1004,397,Veinte de Junio,San Isidro,Buenos Aires,Organización,POT,intra eléctrica + sum ,FISU,7. En ejecución,103665729.27,2022-05-02,
1005,1177,Loma Grande,Merlo,Buenos Aires,Organización,POT,"Obras de red peatonal, arbolado público y equipamiento urbano",FISU,7. En ejecución,88383703.6,2022-08-12,
1007,1371,San Pantaleón III,José C. Paz,Buenos Aires,Organización,POT,Obras de intra eléctrica,FISU,7. En ejecución,95485903.19,2022-08-12,
1012,150/ 1045,Geo/ Pampita,Mercedes,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal y arbolado público.",FISU,7. En ejecución,98934968.36,2022-06-24,
1017,1798,La Lagunita,Rosario,Santa Fe,Organización,POT,"Obras de conexiones e Instalaciones intra lote eléctricas, red peatonal, arbolado público y equipamiento urbano",FISU,7. En ejecución,38210651.15,2022-06-27,
1019,2213,Edison,Resistencia,Chaco,Organización,POT,Obras de conexiones e instalaciones intra lote de agua y eléctricas,FISU,7. En ejecución,121856796.92,2022-07-01,
1024,2781,Once de Enero,San Miguel De Tucumán,Tucumán,Organización,POT,veredas,FISU,7. En ejecución,77886909.4,2022-09-14,Sin certificados presentados
1027,2833,La Vecindad,San Luis,San Luis,Organización,POT,intra eléctrica y agua + veredas y arbolado,FISU,7. En ejecución,54283802.95,2022-08-11,Sin certificados presentados
1029,287,Los Rosales,Zárate,Buenos Aires,Coop. de servicios,POT,PROVISIÓN DE RED ELÉCTRICA Y ALUMBRADO PÚBLICO,FISU,7. En ejecución,53159923.99,2022-08-12,
1030,2871,La Tierrita,Avellaneda,Buenos Aires,Organización,POT,"Obras de intra agua,eléctrica y cloacas",FISU,7. En ejecución,83801684.4,2022-08-01,
1032,2932,Villa de La Fe,Lanús,Buenos Aires,Organización,POT,"Red peatonal, arbolado publico y equipamiento urbano",FISU,7. En ejecución,27789001.16,2022-09-12,Sin certificados presentados
1034,2995,La Villa,Santa Fe,Santa Fe,Organización,POT,Obra de Equipamiento comunitario y playón deportivo,FISU,7. En ejecución,102232762.58,2022-07-20,
1038,3051,Autódromo Norte,Capital,La Rioja,Organización,POT,"Obras de conexiones e instalaciones intra lote de electricidad
y agua",FISU,7. En ejecución,76909494.96,2022-07-15,
1039,3059,Virgen de Pompeya,Formosa,Formosa,Organización,POT,"Obras de Red peatonal, arbolado público, equipamiento urbano y parquización",FISU,7. En ejecución,64606769.21,2022-07-25,
1051,3809,Chacra 79,Juan José Castelli,Chaco,Organización,POT,Obras de equipamiento comunitario y playón deportivo,FISU,7. En ejecución,104920208.33,2022-07-13,
1052,3826,Sargento Cabral,Villa Ángela,Chaco,Organización,POT,veredas,FISU,7. En ejecución,49657987.8,2022-08-04,
1055,4073,Julio Abraham,Alderetes,Tucumán,Organización,POT,Obras de mejoramiento pluvial y red peatonal (Etapa 2),FISU,7. En ejecución,75228018.8,2022-08-08,
1059,4178,La Milagrosa Norte,La Paz,Entre Ríos,Organización,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad y Obras de red peatonal,FISU,7. En ejecución,91094092.88,2022-08-12,
1064,4395,Juan Manuel de Rosas,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de equipamiento comunitario,FISU,7. En ejecución,45943613.75,2022-07-15,
1065,4413,San Lorenzo,Las Talitas,Tucumán,Municipio,POT,Obras de Red de Alumbrado Publico,FISU,7. En ejecución,40568446.78,2022-08-30,Sin certificados presentados
1067,4531,Cordón de Bonilla,Las Heras,Mendoza,Organización,POT,SUM,FISU,7. En ejecución,28341056.55,2022-09-23,Sin certificados presentados
1070,4552,Palmira Crece,San Martín,Mendoza,Organización,POT,Obras de Red Peatonal y Arbolado Público,FISU,7. En ejecución,33990438.28,2022-09-06,Sin certificados presentados
1075,839,Parque Peña,General Pueyrredón,Buenos Aires,Organización,POT,Obras de intra eléctrica y veredas,FISU,7. En ejecución,26180752.9,2022-08-22,Sin certificados presentados
1088,4424,El Mollar,Bella Vista,Tucumán,Municipio,POT,Obras de Integracion Socio Urbana en barrio El Mollar.,FISU,7. En ejecución,254751452.8,2022-08-03,
1098,2545,Puente Santa Mónica,Balsa Las Perlas,Río Negro,Organización,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad,FISU,7. En ejecución,60392515.49,2022-07-21,
1114,3603/3604,Gauchito Gil/Juan Esteban Martínez,Monte Caseros,Corrientes,Organización,PEG,OBRAS DE INTEGRACIÓN SOCIO URBANA: B° El Gauchito Gil,FISU,7. En ejecución,1133765396.3,2022-05-04,
1115,3605,Barrio 9,Monte Caseros,Corrientes,Organización,PEG,OBRAS DE INTEGRACIÓN SOCIO URBANA: B° Nueve,FISU,7. En ejecución,426549642.71,2022-05-13,
1131,2970,Los Zapallos,Santa Rosa De Calchines,Santa Fe,Municipio,POT,Construcción de Equipamiento Comunitario,FISU,7. En ejecución,64350723.09,2022-07-22,
1141,1144,La Unión,Moreno,Buenos Aires,Organización,POT,Obras de centro verde,FISU,7. En ejecución,243964346.26,2022-10-03,Sin certificados presentados
1147,1032,La Porteña,Moreno,Buenos Aires,Organización,POT,"Red peatonal, arbolado público y equipamiento urbano",FISU,7. En ejecución,52464928.74,2022-09-08,Sin certificados presentados
1164,3091/4505,San Juan I/San Juan II,Formosa,Formosa,Municipio,POT,Infraestructura y obras complementarias,FISU,7. En ejecución,375580721.28,2022-09-20,Sin certificados presentados
1197,1958/1945,San Lucas/Prosol 2,Posadas,Misiones,Organización,POT,Obras de red peatonal y arbolado,FISU,7. En ejecución,32669073.43,2022-09-28,Sin certificados presentados
1199,2044,Barrio Parque Schwelm,Eldorado,Misiones,Organización,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,7. En ejecución,110710096.92,2022-09-08,Sin certificados presentados
1200,2047,Punta Alta,Garupá,Misiones,Organización,POT,"Obras de conexiones e instalaciones intra lote de agua y electricidad, red peatonal, arbolado público y equipamiento urbano ",FISU,7. En ejecución,97106020.88000001,2022-06-16,
1214,2309,Villa Elba,Resistencia,Chaco,Organización,POT,Obras de intraconexión eléctricas y veredas,FISU,7. En ejecución,70840573.94,2022-09-19,Sin certificados presentados
1221,2415,Barrio Santa Margarita,Riachuelo,Corrientes,Organización,POT,Obras de intraconexión eléctrica y agua,FISU,7. En ejecución,59013510.51,2022-09-16,Sin certificados presentados
1222,2420,Rincón Roa,Riachuelo,Corrientes,Organización,POT,Obras de intraconexión electrica y agua,FISU,7. En ejecución,83071326.27,2022-09-15,Sin certificados presentados
1224,2466,Colonia Evita,Plottier,Neuquén,Organización,POT,Obras de intraconexión eléctrica y agua,FISU,7. En ejecución,67010357.05,2022-07-28,
1227,2510,Dos de Agosto,Cipolletti,Río Negro,Organización,POT,Obras de conexiones e instalaciones intra-lote de electricidad,FISU,7. En ejecución,61013718.16,2022-09-26,Sin certificados presentados
1228,2537,Diez de Enero,Cipolletti,Río Negro,Organización,POT,Obras de intraconexión eléctrica,FISU,7. En ejecución,49164249.05,2022-08-01,
1233,4260,Loteo Municipal,Ullum,San Juan,Organización,POT,"Obras de conexiones e instalaciones
intra lote de agua, electricidad, red
peatonal y arbolado público",FISU,7. En ejecución,82746107.57,2022-09-23,Sin certificados presentados
1242,3498,Finca de Ramos,La Banda,Santiago del Estero,Organización,POT,"Obras de conexiones e instalaciones intra
lote de agua, red peatonal y arbolado público",FISU,7. En ejecución,64947068.4,2022-09-18,Sin certificados presentados
1245,3983,Santa María,Coronda,Santa Fe,Organización,POT,"Obras de conexiones e instalaciones intra lote de agua y red peatonal, arbolado público y equipamiento urbano",FISU,7. En ejecución,67389688.71,2022-09-14,
1271,2180,El Cambio,Salta Capital,Salta,Organización,POT,Obras intraconexion electrica,FISU,7. En ejecución,72196492.63,2022-09-23,Sin certificados presentados
1274,2743,La Costanera,Valle Viejo,Catamarca,Organización,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad ,FISU,7. En ejecución,60780523.73,2022-09-14,Sin certificados presentados
1275,2295,Ex Campo Zampa,Resistencia,Chaco,Organización,POT,obras de Intra Agua e intra eléctrica,FISU,7. En ejecución,100346964.28,2022-09-03,Sin certificados presentados
1280,2583,Villa 15,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad,FISU,7. En ejecución,97697236.4,2022-08-17,
1284,3006,Acería,San José Del Rincón,Santa Fe,Organización,POT,Obras de conexiones e instalaciones intra lote a la red de cloaca y electriicidad,FISU,7. En ejecución,47088729.8,2022-09-14,
1304,2973,Villa Añati,San José Del Rincón,Santa Fe,Coop. de servicios,POT,Obras de Red de agua potable y conexiones domiciliarias,FISU,7. En ejecución,22537666.810000002,2022-08-02,
1325,1639,Doce de Septiembre,Córdoba Capital,Córdoba,Organización,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,7. En ejecución,79994913.4,2022-09-06,Sin certificados presentados
1396,1128,Pinazo,Pilar,Buenos Aires,Organización,POT,"Obras de Conexiones e instalaciones intra lote eléctricas, red peatonal, arbolado público y equipamiento urbano",FISU,7. En ejecución,223723570.07999998,2022-07-12,
1399,632,El Progreso,Zárate,Buenos Aires,Coop. de servicios,POT,Red eléctrica y alumbrado,FISU,7. En ejecución,229726408.56,2022-10-03,Sin certificados presentados
1414,862,Villegas,Hurlingham,Buenos Aires,Organización,POT,"Obras de Equipamiento Comunitario, Espacio Verde y Red Peatonal",FISU,7. En ejecución,52030773.24,2022-09-13,Sin certificados presentados
1455,3820,Bicentenario,Las Breñas,Chaco,Organización,POT,Obras de conexiones intra lote de agua y red peatonal,FISU,7. En ejecución,139120096.35,2022-09-30,Sin certificados presentados
1472,1331,Veinte de Diciembre,La Matanza,Buenos Aires,Organización,POT,Conexiones e instalaciones intra lote de electricidad y red peatonal,FISU,7. En ejecución,54242599.87,2022-09-19,Sin certificados presentados
1492,3533/3538,Moreira 3/Moreira 4,Trelew,Chubut,Organización,POT,Obras de conexiones e instalaciones intra-lote de electricidad y Agua,FISU,7. En ejecución,298966026.28,2022-09-10,Sin certificados presentados
1526,4359,Villa Piazza Sur,Azul,Buenos Aires,Coop. de servicios,POT,Provisión De Red Eléctrica Y Alumbrado Público,FISU,7. En ejecución,97484687.92,2022-09-12,
1547,4254,Villa Hidalgo,General San Martín,Buenos Aires,Organización,POT,Obras de instalaciones intra lote de agua etapa 3,FISU,7. En ejecución,110382660.63,2022-09-01,
1555,2745,ATE,San Miguel De Tucumán,Tucumán,Organización,POT,Construcción de Nucleos Humedos,FISU,7. En ejecución,134381101.14,2022-09-23,Sin certificados presentados
1572,1491,Arroyo Soto,Hurlingham,Buenos Aires,Organización,POT,"Obras de Equipamiento Comunitario, Playón Polideportivo cubierto y parquizacion",FISU,7. En ejecución,87202982.43,2022-09-23,Sin certificados presentados
1596,903,Los Patitos,Hurlingham,Buenos Aires,Organización,POT,"Obras de Equipamiento Comunitario, Espacio Recreativo y Playón Deportivo Cubierto",FISU,7. En ejecución,150167928.94,2022-08-29,Sin certificados presentados
1612,986,Mitre,Hurlingham,Buenos Aires,Organización,POT,Obras de Playón Polideportivo cubierto y red peatonal,FISU,7. En ejecución,151403145.51,2022-09-06,Sin certificados presentados
1629,999,Villa Argüello,Berisso,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias e instalaciones intra-lote de agua y electrica,FISU,7. En ejecución,177204456.27,2022-09-15,Sin certificados presentados
33,3533/3538,Moreira 3/Moreira 4,Trelew,Chubut,Municipio,PEG,Obras de Integración Socio Urbana,FISU,6. Pagado,2383460266.25,,
75,4384,Autódromo,General Pueyrredón,Buenos Aires,Provincia,POT,REDES CLOACALES BARRIO AUTÓDROMO – SEGUNDA ETAPA,FISU,6. Pagado,83104944.75999999,,
168,828/1572,Eucaliptus/Villa Catella,Ensenada,Buenos Aires,Municipio,POT,Veredas y Desagues pluviales ,FISU,6. Pagado,565353135.16,,
179,2729,Los Plateados,Valle Viejo,Catamarca,Organización,POT,Obras de conexiones e instalaciones intra lote eléctricas y red peatonal.,FISU,6. Pagado,98807822.57,,
326,4337,Veinticuatro de Septiembre,Villarino,Buenos Aires,Municipio,POT,Obras de Integración Socio Urbana,FISU,6. Pagado,108551494.11,,
363,2953/2954/2955/2956/2957,Sector KYD: Barrio Obrero; Escondido; El mirador; Esperanza 2; El cañadon ,Ushuaia,Tierra del Fuego,Municipio,PEG,PEG_ “Apertura y Mejoramiento de calles para la Integración Socio Urbana del Sector KyD_Etapa 2”,FISU,6. Pagado,221927839.0,,
447,1.83.1,Merlo/privado,Merlo,Buenos Aires,SISU,LOTES (Adq.),Adquisición de tierra privada,FISU,6. Pagado,721519061.99,,
505,334,Treinta de Agosto,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,6. Pagado,62335394.1,,
540,349,Antártida Argentina,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,6. Pagado,64191264.32,,
655,1.76.2,Instituto Angel T. de Alvear,Luján,Buenos Aires,Municipio,LOTES,PROYECTO DE LOTES CON SERVICIOS - LUJÁN - LEZICA Y TORREZURI - BARRIO LOS LAURELES,FISU,6. Pagado,603968202.05,,
656,1.76.3,Predio Colonia Montes de Oca/Torres,Luján,Buenos Aires,Municipio,LOTES,PROYECTO DE LOTES CON SERVICIOS - LUJÁN - TORRES,FISU,6. Pagado,645344775.63,,
674,1660,Barrio San Jorge,Córdoba Capital,Córdoba,Organización,POT,Obras de playón deportivo y veredas,FISU,6. Pagado,15897056.25,,
715,72,Ocho de Diciembre,Lomas de Zamora,Buenos Aires,Organización,POT,"Obras de intalaciones de intra lote electrica, veredas y arbolado",FISU,6. Pagado,70000504.66,,
725,3475,Barrio Cipolleti,Capital,Mendoza,Organización,POT,Obra de Equipamiento comunitario,FISU,6. Pagado,127455810.27,,
766,1837,Nuevo Alberdi Oeste,Rosario,Santa Fe,Municipio,POT,Canchita de Servellera,FISU,6. Pagado,40200754.44,,
